SAMPID,SMATSSCR,SMCENTER,SMPTHNTS,SMRIN,SMTS,SMTSD,SMUBRID,SMTSISCH,SMTSPAX,SMNABTCH,SMNABTCHT,SMNABTCHD,SMGEBTCH,SMGEBTCHD,SMGEBTCHT,SMAFRZE,SMGTC,SME2MPRT,SMCHMPRS,SMNTRART,SMNUMGPS,SMMAPRT,SMEXNCRT,SM550NRM,SMGNSDTC,SMUNMPRT,SM350NRM,SMRDLGTH,SMMNCPB,SME1MMRT,SMSFLGTH,SMESTLBS,SMMPPD,SMNTERRT,SMRRNANM,SMRDTTL,SMVQCFL,SMMNCV,SMTRSCPT,SMMPPDPR,SMCGLGTH,SMGAPPCT,SMUNPDRD,SMNTRNRT,SMMPUNRT,SMEXPEFF,SMMPPDUN,SME2MMRT,SME2ANTI,SMALTALG,SME2SNSE,SMMFLGTH,SME1ANTI,SMSPLTRD,SMBSMMRT,SME1SNSE,SME1PCTS,SMRRNART,SME1MPRT,SMNUM5CD,SMDPMPRT,SME2PCTS
GTEX-QESD-0006-SM-2I5G6,,B1,,8,Blood,Whole Blood,13756,240,,BP-20442,RNA isolation_PAXgene Blood RNA (Manual),12/01/2011,LCSET-1168_5,02/25/2012,TruSeq.v1,RNASEQ,,0.83097,654976,0.961408,,0.835955,0.788014,,19396,1,,76,,0.00321576,119,0,8.30E+07,0.0376659,243947,9.93E+07,2.21E+07,,19408,4.11E+07,,,0,0.173394,0.835955,0.658744,8.30E+07,0.0112355,1.83E+07,1.04E+08,1.90E+07,130,1.92E+07,1.87E+07,0.00720172,1.86E+07,49.2895,0.00245553,0.84094,,0,50.938
GTEX-QLQ7-0005-SM-2S1QP,,B1,,8.8,Blood,Whole Blood,13756,-37,,BP-20521,RNA isolation_PAXgene Blood RNA (Manual),12/05/2011,LCSET-1466,05/21/2012,TruSeq.v1,RNASEQ,,0.613739,931720,0.912081,,0.612635,0.720413,,18709,1,,76,,0.00218564,83,0,5.69E+07,0.087544,130900,9.28E+07,7.16E+06,,18720,2.81E+07,,,0,0.191668,0.612635,0.44135,5.69E+07,0.00854825,1.19E+07,6.00E+07,1.22E+07,94,1.21E+07,1.06E+07,0.00537268,1.18E+07,49.4082,0.00141037,0.611531,,0,50.6035
GTEX-QLQW-0005-SM-2S1RA,,B1,,9.2,Blood,Whole Blood,13756,-104,,BP-20565,RNA isolation_PAXgene Blood RNA (Manual),12/06/2011,LCSET-1466,05/21/2012,TruSeq.v1,RNASEQ,,0.907965,810787,0.935365,,0.911018,0.75688,,18831,1,,76,,0.00224401,78,0,7.24E+07,0.0639618,116477,7.95E+07,6.42E+06,,18838,3.59E+07,,,0,0.178485,0.911018,0.689531,7.24E+07,0.00892403,1.60E+07,1.10E+08,1.64E+07,106,1.65E+07,1.73E+07,0.00557283,1.61E+07,49.398,0.00146554,0.914071,,0,50.6676
GTEX-QMR6-0005-SM-32PKY,,D1,,6.8,Blood,Whole Blood,13756,780,,BP-20678,RNA isolation_PAXgene Blood RNA (Manual),12/09/2011,LCSET-1665,09/12/2012,TruSeq.v1,RNASEQ,,0.742256,2.73E+06,0.873589,,0.746345,0.671933,,15141,1,,76,,0.00249398,82,0,7.40E+07,0.122994,210438,9.92E+07,1.21E+07,,15141,3.66E+07,,,0,0.201655,0.746345,0.501494,7.40E+07,0.00794352,1.54E+07,2.22E+08,1.62E+07,121,1.62E+07,1.76E+07,0.00520382,1.59E+07,49.4969,0.00212189,0.750434,,0,51.1696
GTEX-QMRM-0005-SM-3NB2A,,B1,,9.5,Blood,Whole Blood,13756,-32,,BP-20678,RNA isolation_PAXgene Blood RNA (Manual),12/09/2011,LCSET-2318,12/16/2012,TruSeq.v1,RNASEQ,,0.981685,1.04E+06,0.957039,,0.986385,0.806334,,21065,1,,76,,0.00435253,187,0,1.11E+08,0.0423274,381572,1.13E+08,2.05E+07,,21080,5.52E+07,,,0,0.150705,0.986385,0.795355,1.11E+08,0.00639208,2.43E+07,7.63E+07,2.46E+07,204,2.48E+07,2.38E+07,0.00536745,2.47E+07,49.8603,0.00338345,0.991084,,0,50.3359
GTEX-QV31-0006-SM-793B5,,B1,,8.1,Blood,Whole Blood,13756,-179,,BP-20770,RNA isolation_PAXgene Blood RNA (Manual),12/13/2011,"LCSET-6376,LCSET-6778",02/19/2015,TruSeq.v1,RNASEQ,,0.993388,575604,0.952097,,0.994463,0.776847,,18202,1,,76,,0.00254832,94,0,5.42E+07,0.0476157,189643,5.45E+07,4.76E+06,,18216,2.70E+07,,,0,0.17525,0.994463,0.772546,5.42E+07,0.00289224,1.19E+07,2.91E+07,1.19E+07,110,1.19E+07,1.04E+07,0.00272009,1.19E+07,49.9562,0.00347752,0.995539,,0,50.0061
GTEX-QVJO-0006-SM-2S1RC,,D1,,7.1,Blood,Whole Blood,13756,1211,,BP-20990,RNA isolation_PAXgene Blood RNA (Manual),12/21/2011,LCSET-1466,05/21/2012,TruSeq.v1,RNASEQ,,0.67275,602099,0.936607,,0.674247,0.757652,,17543,1,,76,,0.00232521,73,0,5.38E+07,0.0625354,324275,7.98E+07,8.64E+06,,17546,2.67E+07,,,0,0.178955,0.674247,0.510844,5.38E+07,0.00907417,1.20E+07,8.85E+07,1.24E+07,97,1.24E+07,1.27E+07,0.0056922,1.21E+07,49.2952,0.0040633,0.675744,,0,50.7991
GTEX-QVUS-0006-SM-3GAE8,,D1,,7.5,Blood,Whole Blood,13756,915,,BP-20990,RNA isolation_PAXgene Blood RNA (Manual),12/21/2011,LCSET-2015,09/12/2012,TruSeq.v1,RNASEQ,,0.962227,418160,0.976638,,0.964427,0.75416,,18671,1,,76,,0.00255026,136,0,8.42E+07,0.0208422,138270,8.73E+07,6.44E+06,,18686,4.17E+07,,,0,0.222478,0.964427,0.727333,8.42E+07,0.00832314,1.91E+07,5.77E+07,1.95E+07,155,1.94E+07,1.74E+07,0.00543011,1.94E+07,49.943,0.00158413,0.966628,,0,50.5565
GTEX-QXCU-0006-SM-2TC5K,,C1,,9.4,Blood,Whole Blood,13756,836,,BP-21039,RNA isolation_PAXgene Blood RNA (Manual),12/23/2011,LCSET-1477,05/27/2012,TruSeq.v1,RNASEQ,,0.754071,527760,0.945191,,0.759012,0.668973,,21418,1,,76,,0.00339026,102,0,6.74E+07,0.0544492,88699,8.87E+07,1.92E+07,,21458,3.33E+07,,,0,0.276218,0.759012,0.507759,6.74E+07,0.0173462,1.45E+07,3.06E+07,1.46E+07,105,1.48E+07,1.04E+07,0.0103228,1.47E+07,49.8016,0.000999458,0.763952,,0,50.2794
GTEX-R3RS-0005-SM-3GAEH,,C1,,8.7,Blood,Whole Blood,13756,1048,,BP-21182,RNA isolation_PAXgene Blood RNA (Manual),01/05/2012,LCSET-2015,09/12/2012,TruSeq.v1,RNASEQ,,0.532035,146542,0.976572,,0.53381,0.795357,,16801,1,,76,,0.00228293,97,0,3.36E+07,0.0204087,47120,6.29E+07,9.21E+06,,16806,1.66E+07,,,0,0.181215,0.53381,0.42457,3.36E+07,0.00892489,7.92E+06,4.22E+07,7.91E+06,120,7.91E+06,8.36E+06,0.00559286,8.04E+06,50.4054,0.000749058,0.535586,,0,49.9791
GTEX-R45C-0006-SM-3GAD6,,C1,,8.1,Blood,Whole Blood,13756,904,,BP-21182,RNA isolation_PAXgene Blood RNA (Manual),01/05/2012,LCSET-2014,09/08/2012,TruSeq.v1,RNASEQ,,0.857635,146646,0.989128,,0.862585,0.795871,,16985,1,,76,,0.00263564,89,0,7.76E+07,0.00892342,84978,8.99E+07,1.41E+07,,16987,3.84E+07,,,0,0.193258,0.862585,0.686506,7.76E+07,0.0108407,1.84E+07,1.47E+08,1.89E+07,124,1.90E+07,2.17E+07,0.00671463,1.88E+07,49.7452,0.000945161,0.867534,,0,50.6743
GTEX-R53T-0005-SM-3GADK,,B1,,9.1,Blood,Whole Blood,13756,-64,,BP-21229,RNA isolation_PAXgene Blood RNA (Manual),01/09/2012,LCSET-2014,09/08/2012,TruSeq.v1,RNASEQ,,0.948742,550878,0.963222,,0.953784,0.793567,,20183,1,,76,,0.00286872,118,0,8.23E+07,0.035577,258154,8.63E+07,1.22E+07,,20190,4.08E+07,,,0,0.169655,0.953784,0.756891,8.23E+07,0.0105442,1.84E+07,8.04E+07,1.88E+07,138,1.89E+07,1.90E+07,0.00668617,1.87E+07,49.6525,0.00299282,0.958827,,0,50.5821
GTEX-R55C-0005-SM-3GAE9,,B1,,8.4,Blood,Whole Blood,13756,-67,,BP-21229,RNA isolation_PAXgene Blood RNA (Manual),01/09/2012,LCSET-2015,09/12/2012,TruSeq.v1,RNASEQ,,0.97982,966533,0.95161,,0.981603,0.768619,,18684,1,,76,,0.00229074,127,0,1.00E+08,0.0457838,395966,1.02E+08,6.62E+06,,18700,4.97E+07,,,0,0.182991,0.981603,0.754479,1.00E+08,0.0080463,2.23E+07,9.85E+07,2.27E+07,152,2.26E+07,2.21E+07,0.00516329,2.26E+07,49.9936,0.0038759,0.983386,,0,50.4621
GTEX-R55D-0006-SM-3GIJS,,C1,,8.6,Blood,Whole Blood,13756,265,,BP-21229,RNA isolation_PAXgene Blood RNA (Manual),01/09/2012,LCSET-2024,09/11/2012,TruSeq.v1,RNASEQ,,0.729829,218403,0.970961,,0.732448,0.778179,,18759,1,,76,,0.00318476,126,0,5.17E+07,0.0274169,173989,7.06E+07,7.07E+06,,18768,2.56E+07,,,0,0.192782,0.732448,0.569976,5.17E+07,0.00818484,1.15E+07,2.41E+07,1.17E+07,145,1.17E+07,9.99E+06,0.00567586,1.17E+07,49.9707,0.00246295,0.735067,,0,50.328
GTEX-R55E-0006-SM-2TC5G,,C1,,7.1,Blood,Whole Blood,13756,716,,BP-21229,RNA isolation_PAXgene Blood RNA (Manual),01/09/2012,LCSET-1477,05/27/2012,TruSeq.v1,RNASEQ,,0.776813,741244,0.925929,,0.782174,0.756336,,19433,1,,76,,0.00376598,99,0,4.94E+07,0.0734289,497091,6.32E+07,1.37E+07,,19443,2.44E+07,,,0,0.169593,0.782174,0.591586,4.94E+07,0.0174856,1.04E+07,5.28E+07,1.08E+07,111,1.09E+07,9.17E+06,0.0105788,1.06E+07,49.3997,0.00786743,0.787535,,0,50.7733
GTEX-R55G-0006-SM-2TC6O,,B1,,9,Blood,Whole Blood,13756,-72,,BP-21229,RNA isolation_PAXgene Blood RNA (Manual),01/09/2012,LCSET-1477,05/27/2012,TruSeq.v1,RNASEQ,,0.766398,974922,0.932125,,0.771074,0.774492,,17165,1,,76,,0.0033037,81,0,6.86E+07,0.0667374,308678,8.89E+07,1.92E+07,,17168,3.39E+07,,,0,0.157633,0.771074,0.59719,6.86E+07,0.0181868,1.50E+07,1.09E+08,1.53E+07,104,1.54E+07,1.62E+07,0.0107001,1.53E+07,49.7867,0.00347096,0.77575,,0,50.4815
GTEX-REY6-0005-SM-2TF54,,C1,,9.1,Blood,Whole Blood,13756,253,,BP-21312,RNA isolation_PAXgene Blood RNA (Manual),01/11/2012,LCSET-1479,06/01/2012,TruSeq.v1,RNASEQ,,0.892388,2.87E+06,0.855762,,0.896458,0.626499,,19676,1,,76,,0.0027998,106,0,9.68E+07,0.143279,324628,1.08E+08,1.02E+07,,19706,4.79E+07,,,0,0.229263,0.896458,0.56163,9.68E+07,0.00409659,1.88E+07,1.84E+08,1.99E+07,141,2.00E+07,1.59E+07,0.00344525,1.92E+07,48.9854,0.00300498,0.900528,,0,51.3217
GTEX-RM2N-0006-SM-2TF5H,,B1,,7.8,Blood,Whole Blood,13756,-225,,BP-21312,RNA isolation_PAXgene Blood RNA (Manual),01/11/2012,LCSET-1479,06/01/2012,TruSeq.v1,RNASEQ,,0.561648,629790,0.881193,,0.559328,0.66326,,18337,1,,76,,0.00272456,97,0,4.40E+07,0.118253,119173,7.86E+07,9.98E+06,,18354,2.16E+07,,,0,0.217932,0.559328,0.37098,4.40E+07,0.00480473,8.75E+06,4.89E+07,9.18E+06,111,9.08E+06,6.78E+06,0.00376896,8.69E+06,48.9267,0.00151529,0.557008,,0,51.2072
GTEX-RN64-0005-SM-793B4,,C1,,8.4,Blood,Whole Blood,13756,578,,BP-21432,RNA isolation_PAXgene Blood RNA (Manual),01/13/2012,"LCSET-6376,LCSET-6778",02/19/2015,TruSeq.v1,RNASEQ,,0.992466,475629,0.962309,,0.99372,0.720375,,20488,1,,76,,0.00283286,98,0,6.10E+07,0.0371094,133802,6.13E+07,5.05E+06,,20512,3.04E+07,,,0,0.241934,0.99372,0.715851,6.10E+07,0.00331603,1.36E+07,3.01E+07,1.36E+07,114,1.37E+07,1.09E+07,0.00307414,1.36E+07,49.9384,0.002181,0.994974,,0,49.9387
GTEX-RNOR-0005-SM-2TF4Z,,C1,,7.5,Blood,Whole Blood,13756,680,,BP-21432,RNA isolation_PAXgene Blood RNA (Manual),01/13/2012,LCSET-1479,06/01/2012,TruSeq.v1,RNASEQ,,0.728278,1.46E+06,0.864313,,0.728558,0.641594,,19371,1,,76,,0.00290885,108,0,5.90E+07,0.134903,315082,8.10E+07,9.42E+06,,19391,2.92E+07,,,0,0.222719,0.728558,0.467438,5.90E+07,0.00469553,1.16E+07,1.04E+08,1.24E+07,119,1.23E+07,9.61E+06,0.00380185,1.17E+07,48.7254,0.00389036,0.728837,,0,51.662
GTEX-RTLS-0006-SM-2TF58,,C1,,8,Blood,Whole Blood,13756,550,,BP-21535,RNA isolation_PAXgene Blood RNA (Manual),01/18/2012,LCSET-1479,06/01/2012,TruSeq.v1,RNASEQ,,0.869213,1.26E+06,0.91209,,0.871524,0.645642,,19780,1,,76,,0.00275973,92,0,8.35E+07,0.0870499,245156,9.58E+07,9.28E+06,,19804,4.14E+07,,,0,0.266448,0.871524,0.562692,8.35E+07,0.00404893,1.77E+07,1.34E+08,1.85E+07,117,1.85E+07,1.58E+07,0.00340262,1.79E+07,49.1537,0.00255815,0.873834,,0,51.0313
GTEX-RU1J-0006-SM-2TF6M,,B1,,8.5,Blood,Whole Blood,13756,-41,,BP-21535,RNA isolation_PAXgene Blood RNA (Manual),01/18/2012,LCSET-1480,06/02/2012,TruSeq.v1,RNASEQ,,0.560595,926367,0.882047,,0.562918,0.690979,,18645,1,,76,,0.00565048,100,0,3.99E+07,0.116359,147489,7.09E+07,2.51E+07,,18654,1.96E+07,,,0,0.191068,0.562918,0.388964,3.99E+07,0.0139605,7.79E+06,4.97E+07,8.28E+06,106,8.29E+06,6.54E+06,0.00978834,7.94E+06,48.911,0.00207881,0.56524,,0,51.5054
GTEX-RU72-0006-SM-2TF65,,C1,,7.9,Blood,Whole Blood,13756,319,,BP-21535,RNA isolation_PAXgene Blood RNA (Manual),01/18/2012,LCSET-1480,06/02/2012,TruSeq.v1,RNASEQ,,0.644813,1.59E+06,0.870308,,0.648789,0.663977,,18137,1,,76,,0.00580861,91,0,5.15E+07,0.127623,195184,7.94E+07,2.60E+07,,18145,2.53E+07,,,0,0.206331,0.648789,0.43078,5.15E+07,0.0145508,1.04E+07,1.27E+08,1.08E+07,106,1.08E+07,9.70E+06,0.0101529,1.07E+07,49.5929,0.0024591,0.652764,,0,50.9131
GTEX-RUSQ-0006-SM-2TF6P,,B1,,6.4,Blood,Whole Blood,13756,2,,BP-21622,RNA isolation_PAXgene Blood RNA (Manual),01/20/2012,LCSET-1480,06/02/2012,TruSeq.v1,RNASEQ,,0.569358,1.03E+06,0.896047,,0.573339,0.71561,,15070,1,,76,,0.00590712,86,0,4.32E+07,0.100472,256074,7.54E+07,2.42E+07,,15070,2.11E+07,,,0,0.180437,0.573339,0.410288,4.32E+07,0.0143201,8.84E+06,9.99E+07,9.42E+06,108,9.43E+06,9.10E+06,0.0100844,9.14E+06,49.2035,0.00339605,0.57732,,0,51.6086
GTEX-RVPV-0006-SM-2TF6Q,,D1,,8,Blood,Whole Blood,13756,1401,,BP-21696,RNA isolation_PAXgene Blood RNA (Manual),01/24/2012,LCSET-1480,06/02/2012,TruSeq.v1,RNASEQ,,0.70655,1.35E+06,0.894768,,0.709508,0.675663,,17600,1,,76,,0.00585195,86,0,4.84E+07,0.102449,261753,6.83E+07,2.14E+07,,17606,2.38E+07,,,0,0.219105,0.709508,0.479388,4.84E+07,0.0131577,1.02E+07,1.15E+08,1.06E+07,103,1.05E+07,1.01E+07,0.00948958,1.04E+07,49.7442,0.00383455,0.712466,,0,50.965
GTEX-RWS6-0005-SM-2XCAN,,B1,,9,Blood,Whole Blood,13756,102,,BP-21792,RNA isolation_PAXgene Blood RNA (Manual),01/25/2012,LCSET-1559,09/11/2012,TruSeq.v1,RNASEQ,,0.698877,670221,0.946359,,0.701983,0.76937,,19323,1,,76,,0.00283454,114,0,7.02E+07,0.0527086,233009,1.00E+08,9.80E+06,,19334,3.47E+07,,,0,0.176989,0.701983,0.540084,7.02E+07,0.0126359,1.51E+07,5.96E+07,1.54E+07,131,1.56E+07,1.38E+07,0.00771354,1.53E+07,49.6599,0.00232961,0.705089,,0,50.5225
GTEX-RWSA-0005-SM-2XCAO,,C1,,9,Blood,Whole Blood,13756,1096,,BP-21792,RNA isolation_PAXgene Blood RNA (Manual),01/25/2012,LCSET-1559,09/11/2012,TruSeq.v1,RNASEQ,,0.79152,422480,0.962567,,0.795504,0.714898,,19075,1,,76,,0.00292042,118,0,5.74E+07,0.0368172,137674,7.22E+07,7.27E+06,,19091,2.84E+07,,,0,0.247668,0.795504,0.568704,5.74E+07,0.0124901,1.27E+07,3.97E+07,1.29E+07,133,1.31E+07,1.02E+07,0.00768128,1.29E+07,49.7051,0.0019077,0.799487,,0,50.407
GTEX-S32W-0006-SM-2XCAK,,B1,,7.8,Blood,Whole Blood,13756,-130,,BP-21854,RNA isolation_PAXgene Blood RNA (Manual),01/27/2012,LCSET-1559,09/11/2012,TruSeq.v1,RNASEQ,,0.860894,502967,0.969526,,0.865702,0.781912,,14549,1,,76,,0.00239078,83,0,6.25E+07,0.0271949,54450,7.22E+07,6.81E+06,,14550,3.09E+07,,,0,0.187614,0.865702,0.676902,6.25E+07,0.0126297,1.45E+07,1.32E+08,1.50E+07,128,1.51E+07,1.75E+07,0.0074818,1.49E+07,49.6611,0.000754329,0.87051,,0,50.8239
GTEX-S33H-0005-SM-2XCAL,,C1,,8.7,Blood,Whole Blood,13756,168,,BP-21854,RNA isolation_PAXgene Blood RNA (Manual),01/27/2012,LCSET-1559,09/11/2012,TruSeq.v1,RNASEQ,,0.586865,297429,0.96613,,0.587845,0.786371,,18845,1,,76,,0.00266368,127,0,4.94E+07,0.0325453,226748,8.41E+07,7.81E+06,,18856,2.44E+07,,,0,0.179759,0.587845,0.462264,4.94E+07,0.013013,1.10E+07,3.41E+07,1.13E+07,154,1.13E+07,1.01E+07,0.0078297,1.11E+07,49.5986,0.00269741,0.588824,,0,50.5852
GTEX-S341-0006-SM-3NM8D,,B1,,7.3,Blood,Whole Blood,13756,-148,,BP-21854,RNA isolation_PAXgene Blood RNA (Manual),01/27/2012,LCSET-2351,12/16/2012,TruSeq.v1,RNASEQ,,0.975411,881860,0.961221,,0.978433,0.795585,,18304,1,,76,,0.0046967,119,0,9.27E+07,0.0373656,191959,9.47E+07,1.87E+07,,18313,4.60E+07,,,0,0.165636,0.978433,0.778426,9.27E+07,0.00658681,2.08E+07,1.09E+08,2.11E+07,140,2.11E+07,2.21E+07,0.00563884,2.11E+07,49.9877,0.00202716,0.981454,,0,50.2681
GTEX-S7PM-0006-SM-3NM8C,,C1,,8.6,Blood,Whole Blood,13756,1127,,BP-22532,RNA isolation_PAXgene Blood RNA (Manual),02/16/2012,LCSET-2351,12/16/2012,TruSeq.v1,RNASEQ,,0.975886,510274,0.971506,,0.978791,0.7281,,20368,1,,76,,0.00459206,116,0,8.78E+07,0.0273813,139489,8.97E+07,1.82E+07,,20389,4.36E+07,,,0,0.243406,0.978791,0.712658,8.78E+07,0.00629225,2.00E+07,9.02E+07,2.02E+07,131,2.03E+07,1.80E+07,0.00543963,2.02E+07,49.8605,0.00155431,0.981696,,0,50.2708
GTEX-S7SE-0005-SM-2XCEA,,C1,,9.5,Blood,Whole Blood,13756,816,,BP-22532,RNA isolation_PAXgene Blood RNA (Manual),02/16/2012,LCSET-1561,09/11/2012,TruSeq.v1,RNASEQ,,0.940843,370477,0.970632,,0.949209,0.750084,,22037,1,,76,,0.00318917,132,0,8.49E+07,0.0288561,196337,8.94E+07,1.07E+07,,22062,4.19E+07,,,0,0.220548,0.949209,0.711986,8.49E+07,0.0137147,1.88E+07,3.26E+07,1.90E+07,146,1.93E+07,1.55E+07,0.00840557,1.92E+07,49.8706,0.00219603,0.957574,,0,50.1737
GTEX-S95S-0005-SM-2XCEC,,B1,,8.8,Blood,Whole Blood,13756,-142,,BP-22576,RNA isolation_PAXgene Blood RNA (Manual),02/21/2012,LCSET-1561,09/11/2012,TruSeq.v1,RNASEQ,,0.732421,494879,0.959015,,0.745209,0.802086,,19476,1,,76,,0.00324305,104,0,5.78E+07,0.0403922,230091,7.75E+07,1.13E+07,,19485,2.83E+07,,,0,0.156929,0.745209,0.597722,5.78E+07,0.0146195,1.25E+07,4.10E+07,1.26E+07,117,1.30E+07,1.18E+07,0.00883364,1.30E+07,49.8342,0.00296797,0.757998,,0,50.1795
GTEX-SE5C-0006-SM-4BRW5,,B1,,8.1,Blood,Whole Blood,13756,-130,,BP-22634,RNA isolation_PAXgene Blood RNA (Manual),02/24/2012,LCSET-3152,05/27/2013,TruSeq.v1,RNASEQ,,0.986013,894374,0.945488,,0.988225,0.801499,,17806,1,,76,,0.0027532,118,0,6.00E+07,0.0537941,490019,6.07E+07,6.05E+06,,17813,2.98E+07,,,0,0.143989,0.988225,0.792061,6.00E+07,0.00384211,1.29E+07,3.76E+07,1.31E+07,123,1.31E+07,1.20E+07,0.00329644,1.31E+07,49.8503,0.00806927,0.990437,,0,50.296
GTEX-SIU8-0006-SM-2XCE5,,C1,,8.4,Blood,Whole Blood,13756,1115,,BP-22705,RNA isolation_PAXgene Blood RNA (Manual),02/28/2012,LCSET-1561,09/11/2012,TruSeq.v1,RNASEQ,,0.705411,253257,0.974667,,0.709248,0.754633,,20218,1,,76,,0.00314976,116,0,6.37E+07,0.0242319,136383,8.99E+07,1.19E+07,,20229,3.15E+07,,,0,0.220035,0.709248,0.535222,6.37E+07,0.0139631,1.47E+07,6.64E+07,1.46E+07,140,1.47E+07,1.37E+07,0.00852718,1.50E+07,50.395,0.00151781,0.713086,,0,49.8546
GTEX-SJXC-0005-SM-2XCE7,,C1,,7.7,Blood,Whole Blood,13756,866,,BP-22705,RNA isolation_PAXgene Blood RNA (Manual),02/28/2012,LCSET-1561,09/11/2012,TruSeq.v1,RNASEQ,,0.920505,243153,0.978977,,0.927243,0.772176,,18893,1,,76,,0.00339942,117,0,6.86E+07,0.0190921,163330,7.39E+07,9.32E+06,,18902,3.39E+07,,,0,0.206802,0.927243,0.715994,6.86E+07,0.0147522,1.58E+07,9.77E+07,1.61E+07,144,1.63E+07,1.57E+07,0.00903456,1.61E+07,49.7909,0.00220867,0.93398,,0,50.5395
GTEX-SN8G-0006-SM-32PLD,,C1,,8.2,Blood,Whole Blood,13756,966,,BP-22831,RNA isolation_PAXgene Blood RNA (Manual),03/02/2012,LCSET-1665,09/12/2012,TruSeq.v1,RNASEQ,,0.912999,175293,0.986151,,0.917455,0.815197,,19696,1,,76,,0.00285563,130,0,8.90E+07,0.0125212,270037,9.70E+07,1.08E+07,,19707,4.41E+07,,,0,0.170955,0.917455,0.747906,8.90E+07,0.0080825,2.04E+07,7.99E+07,2.08E+07,149,2.09E+07,2.08E+07,0.00545638,2.07E+07,49.8569,0.00278296,0.921911,,0,50.4459
GTEX-SNMC-0006-SM-2XCFE,,B1,,9.1,Blood,Whole Blood,13756,-175,,BP-22912,RNA isolation_PAXgene Blood RNA (Manual),03/07/2012,LCSET-1562,09/11/2012,TruSeq.v1,RNASEQ,,0.387274,229740,0.939797,,0.390617,0.738506,,19935,1,,76,,0.00292038,135,0,4.41E+07,0.0595802,138725,1.13E+08,1.63E+07,,19945,2.16E+07,,,0,0.201291,0.390617,0.288473,4.41E+07,0.0114238,9.23E+06,1.04E+07,9.37E+06,147,9.56E+06,6.87E+06,0.00713568,9.39E+06,49.5678,0.00122767,0.39396,,0,50.3735
GTEX-SNOS-0006-SM-32PLH,,B1,,9.1,Blood,Whole Blood,13756,-1226,,BP-22912,RNA isolation_PAXgene Blood RNA (Manual),03/07/2012,LCSET-1666,08/31/2012,TruSeq.v1,RNASEQ,,0.733611,587239,0.95835,,0.733858,0.804366,,19150,1,,76,,0.00243302,119,0,7.27E+07,0.0413618,240186,9.90E+07,1.01E+07,,19160,3.60E+07,,,0,0.153985,0.733858,0.59029,7.27E+07,0.0078346,1.58E+07,3.06E+07,1.60E+07,137,1.60E+07,1.52E+07,0.0051329,1.58E+07,49.7843,0.00242576,0.734105,,0,50.3094
GTEX-SSA3-0005-SM-32QOT,,B1,,8.9,Blood,Whole Blood,13756,-1114,,BP-23111,RNA isolation_PAXgene Blood RNA (Manual),03/14/2012,LCSET-1667,09/02/2012,TruSeq.v1,RNASEQ,,0.959754,674808,0.964313,,0.964577,0.778297,,21074,1,,76,,0.00296263,134,0,1.07E+08,0.0344924,178541,1.11E+08,1.55E+07,,21092,5.30E+07,,,0,0.186016,0.964577,0.750728,1.07E+08,0.00950087,2.40E+07,1.18E+08,2.45E+07,155,2.46E+07,2.35E+07,0.0062154,2.45E+07,49.8881,0.00161142,0.969401,,0,50.417
GTEX-SUCS-0006-SM-4DM59,,B1,,9.6,Blood,Whole Blood,13756,-197,,BP-23215,RNA isolation_PAXgene Blood RNA (Manual),03/19/2012,LCSET-3205,05/31/2013,TruSeq.v1,RNASEQ,,0.988563,840990,0.948647,,0.990577,0.798035,,17169,1,,76,,0.00250452,114,0,6.74E+07,0.0509529,251769,6.80E+07,4.50E+06,,17177,3.35E+07,,,0,0.150611,0.990577,0.790515,6.74E+07,0.00399438,1.44E+07,3.85E+07,1.46E+07,136,1.46E+07,1.33E+07,0.00324794,1.46E+07,49.9612,0.00369993,0.99259,,0,50.2006
GTEX-T2YK-0005-SM-32QOV,,C1,,6.8,Blood,Whole Blood,13756,650,,BP-23336,RNA isolation_PAXgene Blood RNA (Manual),03/23/2012,LCSET-1667,09/02/2012,TruSeq.v1,RNASEQ,,0.54951,184564,0.969372,,0.557146,0.777188,,20459,1,,76,,0.00352122,135,0,4.58E+07,0.0298411,362321,8.23E+07,1.95E+07,,20467,2.24E+07,,,0,0.192184,0.557146,0.433007,4.58E+07,0.0103185,1.01E+07,2.09E+07,1.02E+07,133,1.04E+07,7.96E+06,0.00687326,1.04E+07,49.9141,0.00440319,0.564782,,0,50.2676
GTEX-T5JC-0006-SM-EZ6L9,,C1,,5.9,Blood,Whole Blood,13756,461,,BP-23374,RNA isolation_PAXgene Blood RNA (Manual),03/26/2012,LCSET-10979,05/29/2017,TruSeq.v1,RNASEQ,,0.9668,251199,0.987178,,0.968651,0.831036,,18650,1,,76,,0.00254741,185,0,1.04E+08,0.0119039,660425,1.07E+08,8.23E+06,,18656,5.17E+07,,,0,0.156142,0.968651,0.804984,1.04E+08,0.00419283,2.44E+07,1.39E+08,2.45E+07,203,2.45E+07,2.74E+07,0.00336855,2.46E+07,50.0782,0.00615755,0.970503,,0,50.1319
