,Beta
cg26538736,0.015383153930340145
cg21487267,0.017246857301509787
cg20963592,0.013876360997801103
cg07301537,0.027521019302557948
cg21035422,0.0179785868459095
cg10547729,0.0291181267924133
cg10089978,0.025937843289423525
cg05125483,0.01295339550597936
cg12751733,0.019854404276859812
cg07505482,0.02693300585746116
cg25669309,0.024108739830288762
cg02290708,0.015380810811176036
cg13872965,0.024118366917919232
cg10321266,0.022604705063873493
cg27092694,0.010046625879437604
cg14602351,0.020313033804581476
cg13289241,0.018558685422622817
cg11179513,0.021314862013563834
cg05191825,0.0205613520501833
cg23560756,0.02480580054860462
cg22837726,0.024066996540837843
cg16250461,0.03193949346121037
cg25337150,0.02332128059674171
cg11096108,0.018456470760275567
cg12224633,0.030265908739410385
cg13069910,0.018070265311558042
cg09882128,0.015498836997306224
cg03631596,0.01242816006926983
cg14014527,0.015411833899995935
cg06434997,0.025262831417003778
cg24707505,0.029511618589223326
cg02974499,0.018314296271868806
cg13264548,0.014413720740803118
cg21457839,0.026875185701920375
cg10070578,0.01962000824610699
cg03168184,0.02157190232897569
cg22629493,0.010687826286012501
cg15815156,0.018090527008975153
cg07181175,0.018378363977348773
cg16149226,0.01706618605506232
cg03053407,0.02985003079891901
cg11326968,0.023172839226239736
cg11661523,0.027951308438115798
cg26958558,0.033315876014396464
cg14271499,0.026180744210056228
cg27275677,0.021377888065426943
cg12555306,0.013214736437960527
cg18411891,0.01612697495127325
cg09011601,0.033166281403275544
cg10916702,0.023200224543989293
cg09396196,0.026887159845745655
cg19966251,0.029670393754889383
cg00853296,0.03435344038576821
cg25401754,0.01567095386760395
cg01905313,0.01877428890741443
cg24580588,0.02267036050733045
cg14493678,0.014814466935148709
cg16483426,0.015505113185197083
cg12431729,0.023600790014210157
cg05676635,0.02740926901449693
cg04997273,0.01911463070628553
cg16232702,0.029987776586245126
cg07015190,0.031267781496542184
cg01799366,0.025816882073669677
cg20668662,0.01926766159017905
cg16004800,0.03223239355203816
cg11643773,0.015634844432379932
cg18234561,0.020529540819962555
cg04609868,0.019988330505943515
cg21004366,0.017048942308774157
cg19863003,0.027475902567976513
cg15827486,0.015117750062239475
cg26094646,0.032458009836896014
cg20911168,0.014777005022111107
cg08163220,0.016219854318112948
cg08595563,0.01677017656485829
cg26185554,0.018132436556072565
cg01775044,0.022534358186753575
cg22891287,0.01707821994779334
cg15064916,0.019246728506800384
cg00906319,0.02725736547650606
cg02007381,0.02611789749856343
cg05185994,0.02948142781985275
cg08528778,0.026377707983905468
cg07626637,0.02629534747811228
cg20272507,0.02370649826529719
cg17880376,0.024511336931331285
cg24059718,0.023452962510014462
cg12978198,0.027599011265228412
cg05676593,0.026525116093692284
cg24678095,0.018473471418242484
cg24137987,0.026982962516795363
cg13995117,0.01626853627831697
cg18886739,0.025153140016902564
cg15356226,0.029050478817584754
cg02393810,0.02643384940786364
cg11847929,0.0181165687501867
cg20405174,0.015388438884934338
cg01024009,0.03157304268595528
cg22879105,0.017699416322413845
cg27500298,0.016796583843476317
cg15238008,0.019798830275675857
cg08099193,0.017908018980786634
cg02162950,0.02479923096883555
cg20703523,0.026537922142397
cg00252701,0.01575567910485638
cg26269109,0.01826674041569583
cg09210286,0.03300106493558111
cg18809570,0.02013336487280917
cg01528762,0.012966011327573228
cg25124965,0.022043094924162305
cg14365570,0.0161815002652854
cg03148231,0.018272259083299387
cg03948025,0.020332010577120984
cg21875080,0.024887403876323655
cg00020297,0.01796290813332858
cg25479306,0.029464802449387165
cg08382542,0.030476323881135473
cg12180051,0.032235912366031884
cg25886284,0.027102921142161184
cg00819055,0.02405335409756247
cg22852149,0.01708725715808621
cg11923627,0.020809558160522035
cg08208505,0.019010515059540854
cg02221143,0.02899932631094283
cg25972499,0.017267668891029302
cg00058771,0.028891892349861607
cg24008929,0.02823832318102521
cg11311579,0.011821500472824556
cg00801940,0.025360245694526377
cg26101560,0.019480280340870838
cg09157302,0.0225176877969383
cg19156104,0.030643004406784035
cg20460797,0.016882938979415018
cg21415068,0.019368416156422878
cg09455322,0.02402965795259461
cg13558608,0.01328842844790475
cg20155988,0.0218860811592203
cg25131452,0.028452796885224983
cg18793109,0.028464289671300318
cg11037064,0.019035695618958313
cg00172408,0.01612909475104451
cg18801292,0.018255331654454972
cg12777448,0.0172018680672723
cg07374247,0.020559502774246865
cg18172591,0.018056610017777325
cg26444623,0.02372397519034333
cg00016223,0.016563689710311167
cg10360121,0.023392822022497685
cg15229323,0.029024230753205246
cg11362785,0.03622768344585461
cg22795569,0.023501896995056917
cg14033686,0.02008840922811778
cg10765900,0.02459050851652703
cg14210789,0.01839812098785357
cg03589207,0.02149140152786723
cg15863924,0.02408512044798038
cg11821536,0.02556028108373323
cg02615000,0.0189016204667224
cg04441898,0.023307674670664896
cg09876101,0.014585822036595895
cg17178919,0.016343340382531473
cg03163443,0.011672151862078744
cg02870584,0.019027957798951278
cg25781121,0.01443296633413652
cg00391481,0.027395000389056793
cg08794939,0.026382662399107342
cg25640893,0.03029498575679453
cg13264662,0.021956549106409984
cg05300697,0.018485577931948938
cg19594024,0.02583555516615538
cg02787772,0.0293121684966665
cg14118453,0.03083173733861557
cg26131049,0.033235978968814896
cg02972788,0.02387768835563361
cg24011030,0.029335227197955883
cg01946707,0.018193139310683344
cg20629788,0.03042060338255122
cg14335782,0.013677248275805878
cg16961092,0.01520609023762653
cg18961234,0.02320046312789955
cg03060201,0.021311882822578395
cg25760950,0.016888324722931832
cg22820285,0.025187785236327535
cg02687067,0.025151274193934335
cg26115470,0.018306445984052476
cg06447552,0.022217104027027142
cg19998368,0.01540682241562511
cg14473522,0.015806176256184464
cg01396580,0.016758511643060896
cg21630651,0.028529970805401615
cg10530939,0.020147623453470986
cg08477740,0.021083977716643387
cg20099018,0.03015400710906258
cg16805171,0.024005430047985825
cg17071536,0.021478274642123457
cg04528217,0.016947209921035423
cg02836020,0.01707659677616781
cg09587172,0.032044055099083445
cg22072651,0.0331895532148814
cg24729577,0.025349587069870016
cg00511405,0.029133920457557052
cg20695057,0.018852033149318426
cg14815005,0.01401498711007129
cg02451362,0.015330114312551137
cg23685597,0.025908147088319577
cg16967820,0.026925145478635223
cg13626842,0.01283857016340412
cg11271457,0.01586181308497595
cg07928641,0.026672834494955566
cg12586596,0.012019961898459386
cg19191401,0.029849443785276947
cg08725962,0.013221832807907822
cg01629126,0.018657647287689934
cg12727462,0.028380950312356743
cg03433394,0.023426647173591678
cg15076191,0.017883805066354768
cg03053893,0.025008774148161463
cg01910231,0.01569827502426713
cg16555165,0.02039468361391472
cg12245206,0.019099703315883634
cg20329084,0.02975229613920262
cg08026502,0.016651719261132736
cg07502066,0.028057914100821688
cg24598449,0.021673724864353795
cg03047688,0.012751194000596065
cg03280624,0.012857536260332897
cg06846512,0.029906412747341585
cg08294028,0.021424052230839864
cg10877050,0.024974563167534214
cg15177315,0.021926846348237123
cg22712703,0.019188375399126267
cg08527566,0.02048993544848313
cg25530169,0.021888818547043234
cg23685759,0.02587501381502584
cg05270572,0.03562108759792275
cg03683171,0.01567575908143842
cg06636527,0.01565783829537835
cg10480343,0.02680521251101187
cg12163935,0.01884695006534704
cg01067444,0.02372173822411835
cg02169098,0.02819387157188535
cg16236740,0.020155277298051527
cg26039848,0.016753791977305504
cg15702825,0.017586760797151848
cg14860614,0.023972922779506155
cg17553389,0.03239217148113655
cg11738446,0.020847461252539765
cg02583271,0.025750730005959288
cg13293757,0.020479397829961866
cg07843583,0.029325773885530253
cg05957366,0.026932095175738982
cg23791764,0.022128315500584986
cg18705408,0.02915965757172342
cg00645339,0.01320901932525778
cg21240762,0.026704900669265126
cg21039495,0.027155664317534176
cg05345527,0.028794225019852175
cg09923107,0.012249891209949671
cg04267590,0.01469070227274594
cg09664815,0.034802735448211004
cg06044900,0.025961449550454648
cg13252915,0.02135056450069112
cg18196535,0.02680711123106324
cg16236303,0.026335388527378042
cg14460708,0.014747171303950637
cg07532993,0.014087758076130143
cg15103960,0.025101163445106402
cg14925012,0.01949384265951353
cg19715081,0.02488151237982308
cg04823311,0.030775751577527273
cg13612595,0.023721354928069458
cg06405765,0.016077455814161402
cg16600991,0.024176955890459536
cg02710224,0.021020011363266908
cg27074720,0.023757615975844328
cg25106814,0.03167524377615895
cg09172752,0.03197100136163366
cg21945459,0.01924257002224343
cg06391894,0.019120648928445057
cg13562446,0.022791834999734605
cg04084401,0.014416544353600281
cg05949352,0.0215994093204457
cg14424530,0.03137406566221847
cg15711037,0.02383051953831028
cg04269497,0.032033269632049395
cg10879955,0.03474342996101512
cg05338433,0.033768170410536154
cg23211358,0.023908762199175287
cg03431079,0.02062765533332169
cg05058263,0.023235550726373535
cg11953383,0.021729811491494156
cg17553853,0.02079729480122737
cg22885965,0.02554981481314979
cg14186584,0.02562752451711202
cg02248320,0.024356178086186963
cg20985075,0.0178773486491408
cg24477899,0.018083008544505178
cg00985086,0.01750882112023918
cg01438737,0.0231099465256264
cg20180721,0.019469814177156937
cg17055083,0.0248280143023109
cg20526654,0.02029231681770255
cg01675814,0.019986659360089146
cg21203925,0.02137954970825893
cg05435853,0.025577282140261774
cg21820436,0.02057074093831224
cg19651155,0.022466996420764766
cg09575037,0.03070911082400846
cg12876333,0.03607883207265697
cg00056719,0.014957724135429272
cg03040282,0.026391988992557337
cg06867215,0.024388959194378168
cg24953233,0.013301202874175863
cg13193676,0.021096177308339556
cg25086702,0.02684388534057975
cg20801056,0.02504495883913565
cg03518503,0.03198226188104585
cg04197535,0.02078770261794554
cg06314658,0.018532864731949657
cg04020066,0.016316947691055943
cg19541444,0.015282382755643531
cg13528015,0.02498949683892757
cg25344180,0.026464452251281103
cg16658099,0.0153857924258825
cg20278936,0.021749087433997644
cg00448482,0.018849872028667287
cg26898352,0.01538429479024101
cg25980157,0.01198114154207557
cg04869497,0.02251032170688288
cg15814923,0.02564355811041292
cg00522034,0.015017282836483249
cg19057163,0.02735611943995775
cg04350646,0.021141889018791764
cg16301857,0.023072212441668637
cg00798886,0.027279863754818817
cg15120141,0.025698352609874648
cg00907843,0.030111919764313964
cg13250618,0.022355792371038852
cg24689245,0.02585772398381555
cg11884179,0.021790065842737592
cg09828721,0.016661176067199197
cg13951042,0.019385293154303297
cg26499487,0.020599069787209715
cg00119011,0.012398363077711316
cg20467896,0.013498751029196666
cg13971154,0.019427661461885046
cg24010885,0.01853566889787783
cg23345864,0.02400251618367067
cg19801556,0.017386521397985213
cg21067540,0.03271688789596747
cg22623967,0.02924018065411912
cg04936970,0.023661338991995847
cg10010386,0.03235855761254064
cg10741443,0.028187281354449836
cg18209835,0.017693450707496134
cg01553661,0.021184513231378984
cg00990613,0.028627182355799242
cg05945622,0.018814462513488544
cg01805920,0.02642973530075543
cg08887694,0.022227029520970453
cg09920145,0.01846587343731778
cg10659652,0.03236452907162943
cg23593528,0.026027411307041774
cg19115610,0.027944553753213707
cg22967233,0.028050254398934587
cg03493639,0.02811554941254074
cg04571604,0.028148061138964568
cg14280964,0.030759948669721367
cg10396177,0.028939737984832098
cg03009080,0.02147465503526678
cg08853539,0.015756979860174505
cg26593432,0.02536968620666972
cg13547268,0.0379426904879508
cg27324455,0.016155625736926246
cg04174125,0.026017901989198462
cg10857941,0.024662670901052765
cg10071973,0.014826934437579776
cg02950740,0.022425018932705258
cg24713499,0.028147907809973154
cg15268007,0.017403067656522647
cg09685705,0.019809230230158913
cg14553224,0.024018234330779518
cg26653360,0.025231376724151745
cg19674065,0.027820618103575955
cg17150306,0.027884511022474162
cg03552156,0.015149580647212816
cg18660971,0.023730255258291408
cg02708722,0.014750662381475703
cg22863042,0.02594441542751048
cg20763254,0.013778933694212427
cg06316695,0.022185132757523103
cg05786569,0.017809045302594383
cg02372421,0.02032223880271507
cg07526618,0.019337361916741003
cg07135601,0.015232084077325639
cg09920549,0.018033603432788987
cg11262757,0.020110059655344834
cg02847384,0.028246517260777905
cg08584304,0.019242284701924597
cg25418007,0.015709600067026538
cg15388462,0.020257228345664395
cg02577384,0.023972170610628316
cg01354384,0.024564901175440246
cg04924139,0.030081016145673562
cg00875191,0.03378540840112961
cg02003624,0.02481613244465238
cg22403344,0.019457927384316263
cg01222988,0.026982124115134502
cg19924313,0.022700228873083195
cg03355998,0.028625539030241638
cg09999441,0.013527488242783428
cg01601746,0.017092652596667677
cg04546292,0.026092661527071705
cg11139684,0.017146268838569952
cg25033139,0.01910450192499477
cg14383135,0.028478838904062616
cg13575271,0.022631073369632146
cg21100807,0.017688488431713736
cg00208412,0.021461223994600365
cg02875130,0.015557933489641792
cg18951719,0.01648323336460449
cg23936023,0.025176097344028765
cg26077100,0.023666102504494742
cg26662579,0.014493021862398887
cg02888867,0.021256848389415096
cg00079638,0.023923700235713687
cg17492904,0.013834055762158825
cg04983381,0.03495705455514715
cg13173903,0.016971573008486455
cg09743009,0.027416259679648655
cg14304761,0.022614178384061098
cg09319671,0.02087125125323396
cg22555102,0.01641105721350293
cg18470295,0.024677572695783783
cg25756166,0.029798666885174817
cg12928619,0.01624025464985006
cg15559909,0.03185576186546407
cg13175861,0.01913441267972257
cg24782146,0.03027148447271044
cg11510557,0.016031852775852246
cg21011830,0.02357662219610038
cg11365449,0.0234968899507072
cg22965663,0.020756331292089803
cg02625745,0.01209122641798095
cg04779788,0.015315228878071192
cg19468925,0.019700719994341698
cg24600560,0.027484702190519142
cg18455283,0.01602799222582851
cg00931235,0.0257443240164244
cg04408923,0.024905642648473343
cg02624574,0.01988150095824111
cg23690444,0.015735616814494337
cg09369490,0.032293018415192096
cg26020522,0.024445387774298437
cg12117658,0.03434380990601741
cg17977043,0.028563683112158192
cg11012835,0.025554793313118843
cg17255062,0.02267299962567316
cg15012572,0.022679331341911243
cg03421485,0.017378977430001694
cg14475758,0.02295583462923778
cg02454131,0.01998865711009824
cg16975027,0.014737433982776674
cg24147367,0.018020336656062882
cg26872157,0.02160526578446913
cg22841258,0.02407828786322351
cg06334857,0.025616332523882974
cg14609025,0.023076160365919054
cg24499839,0.03238737642287811
cg10513696,0.02590767813874215
cg12428978,0.014718354165335405
cg11554525,0.018854137078681416
cg19964176,0.026656586004665937
cg12341414,0.025800982942178512
cg23722102,0.03043334496617636
cg21067341,0.021642164329338666
cg18927080,0.02603181232281797
cg07110217,0.037914366477677076
cg10896623,0.018780017107015576
cg18296227,0.0227948951497038
cg04717447,0.02019889556982996
cg26910280,0.025231789439165063
cg04361527,0.022121259750623342
cg13563405,0.021543932431165296
cg20923575,0.020423958706867987
cg18485154,0.03015935931163076
cg19910323,0.021364495905085764
cg03403966,0.01769819879322663
cg10140153,0.022783616666588055
cg16813767,0.027149162813251377
cg23424273,0.024566919749194685
cg21082033,0.01977397360707671
cg15703070,0.012705523122263123
cg24246705,0.029097099320363855
cg21212389,0.023077128202742804
cg09462606,0.029868581059228835
cg04528152,0.013937228539820927
cg11012078,0.027600963269150312
cg05198596,0.021669638907314947
cg00577588,0.026015831120294906
cg20676401,0.019142433085701495
cg00647217,0.016099946448608075
cg10666364,0.02642043604891015
cg18944047,0.01976838579556015
cg25318270,0.0324651128176932
cg16951550,0.025010214809926212
cg02085815,0.02034984016784813
cg02952686,0.01251524208980561
cg00147339,0.023694216222115323
cg22825116,0.01471906718533302
cg15667622,0.016474193165817014
cg13401339,0.02729245272744201
cg20655434,0.030435730566245992
cg27425719,0.012863679429070147
cg27042000,0.021984758482142767
cg13421935,0.011214338940882036
cg27207041,0.029555206191203127
cg24448952,0.021393684633783643
cg10124287,0.026829213862828678
cg25166381,0.01884788535863664
cg11835342,0.01798948774449967
cg20795428,0.01420538625795864
cg14572967,0.020890643977649188
cg14671453,0.01833200824019811
cg14817143,0.03228033680141557
cg02566698,0.03304728876053092
cg02637241,0.02147116561005088
cg10151741,0.015279696213638038
cg04490108,0.017082226725015102
cg03807741,0.026802906174903583
cg15610333,0.02403255611862348
cg07432643,0.022556281224548266
cg07708806,0.015914580071339092
cg09991298,0.012982361770404125
cg13248574,0.022017746511387066
cg25876406,0.013874401539110227
cg26381592,0.024056660805739875
cg06121461,0.031172577762008716
cg04578520,0.02496525447596888
cg13109300,0.02758041906773384
cg00319761,0.014474094995333898
cg03243110,0.03238193267988804
cg04035031,0.01610181931090428
cg24298878,0.03661807596031256
cg06218627,0.015515762119052742
cg21934564,0.02208041169111999
cg26340084,0.020858116151477236
cg25615585,0.029993736257724
cg24862153,0.014539395376614906
cg11200367,0.02249930268976149
cg22560197,0.020591231742789044
cg13798970,0.026161656031726526
cg20151670,0.025110635546857926
cg01213895,0.031175763910837775
cg20423942,0.022976405582715197
cg08103317,0.025909690942569764
cg01910249,0.02155543866152016
cg27547954,0.03375861362459052
cg16818443,0.023502535718726795
cg07643904,0.011032407170317612
cg10550160,0.02895679736816582
cg11474250,0.028457268395395023
cg17200161,0.01193618736638659
cg04916200,0.018098363149249612
cg07338077,0.02669570010676854
cg05391946,0.01864964630693427
cg25535838,0.026144550752757425
cg13390808,0.026637229126020776
cg17648773,0.019366332393287028
cg15174949,0.014970835683692639
cg03656968,0.018370023455782206
cg09657348,0.02217005461379125
cg05884756,0.025184952077956988
cg07443485,0.018191402906091923
cg13432012,0.030394809634708374
cg07352215,0.021113329039023878
cg02082252,0.030509415177690336
cg15291410,0.011768594906302263
cg06375085,0.012788460423821615
cg07536333,0.024669355934874605
cg16942190,0.026147878050175644
cg05553000,0.024166218011761026
cg24446923,0.021405197579655286
cg01735420,0.021485681207055095
cg22608147,0.027667289223186307
cg14270348,0.015364444519385286
cg11317171,0.015654567125679864
cg18778608,0.01975506747328504
cg14382259,0.030990676792141146
cg09925428,0.01622215841146542
cg03778788,0.029553116689076467
cg04582539,0.026875888520875753
cg06697294,0.034310265766758274
cg09667023,0.021583135522173783
cg15282018,0.019546092696071667
cg06762426,0.01699102941191526
cg14855334,0.01705071734306451
cg07428372,0.026863054259013055
cg02154956,0.013153539365982514
cg19222379,0.024079942652880573
cg01035107,0.01793050286769065
cg22913584,0.010172391213863236
cg23248007,0.025758116991191654
cg22618350,0.018709845672360073
cg00230899,0.014828537180856884
cg25363885,0.017822202619407458
cg02513924,0.01997749107722069
cg08970330,0.02367305875276208
cg10590442,0.029292362983325142
cg03509927,0.0244107643431389
cg19205994,0.021471838167172873
cg13495235,0.01717450722591166
cg10552385,0.014778790707513036
cg03112680,0.016325157188486015
cg14706950,0.023618958547882422
cg24201296,0.016355532935468552
cg14955495,0.013739525421007924
cg11817309,0.016762137942418508
cg05843430,0.020093169315622154
cg22311507,0.027762755483891385
cg15171272,0.026176577511208752
cg11541479,0.02206254481879751
cg27164612,0.017677194123366918
cg25598052,0.027558463571370657
cg14371524,0.022690862562603557
cg22554488,0.030490806635996535
cg10527285,0.019738474535180288
cg25768756,0.014527299534952859
cg07236476,0.02274146646210623
cg12435494,0.016312986886501648
cg25459778,0.022311972439180032
cg01097964,0.027350151399766334
cg17417787,0.02127700163287126
cg00493400,0.02851165234933252
cg05253577,0.02035462262369685
cg15929573,0.02126054168019909
cg04873961,0.011806629018183683
cg05103132,0.019807120877951653
cg08761693,0.021562557135137578
cg27493301,0.024957317354259892
cg15664909,0.02541514198441091
cg06569019,0.020735747950948746
cg12199343,0.01648819490098751
cg14865516,0.02672155539185256
cg09888920,0.02424895149155761
cg13131908,0.02179214995328071
cg02841523,0.0198188569124052
cg17619993,0.027248757221147783
cg05953549,0.014788629549672071
cg22779477,0.01569220495630576
cg10088519,0.03155624626770172
cg05045329,0.02102871061565132
cg05214390,0.01861434503940608
cg15957017,0.020468084145110726
cg01496648,0.021015866813724672
cg09434832,0.026089739437379918
cg13471756,0.02320614351282124
cg16606185,0.026572490983190325
cg00368565,0.02791485764831341
cg11702145,0.025671063035323714
cg09106586,0.014078093396988713
cg03219697,0.01621833145821174
cg21041580,0.013299014119397648
cg03141620,0.03243300633204242
cg00550558,0.011458399423425332
cg01382982,0.02242265226149643
cg10776493,0.0295139156075817
cg14497851,0.024676077789706655
cg17907238,0.018100400980944627
cg21232476,0.01694357210141937
cg25515049,0.022910767335269328
cg24402323,0.028393539106253907
cg09021012,0.02067848809975059
cg24391458,0.013464500593211443
cg04875084,0.02347251637136184
cg03403298,0.020882851438667055
cg25204440,0.02208194150166075
cg15809694,0.01754105239775552
cg13611934,0.01683495831291882
cg25673274,0.014263167997665638
cg04373596,0.036053410633856225
cg04310964,0.020045283385687458
cg26913791,0.029417083019057075
cg24234651,0.014399748967040996
cg25215329,0.02057341191284578
cg13831922,0.02110381270864709
cg24397622,0.020967485551771345
cg12570942,0.023691690883784127
cg04231958,0.029021727720644135
cg00304072,0.02662805163562942
cg20070026,0.018846689226526905
cg08389091,0.015815318993805404
cg27476576,0.012904162133538176
cg06351457,0.013428561332721764
cg12672932,0.015842770136032656
cg09849215,0.022622999576466976
cg10935138,0.022423206717060735
cg21008828,0.030975971567385345
cg08519865,0.03448969271172696
cg00264591,0.036992110374630856
cg21004325,0.03061214194995336
cg25719817,0.021921993066511377
cg11988831,0.026328050078244816
cg05432118,0.017649061018844222
cg27486715,0.021165436653427964
cg08192414,0.019720130059044223
cg15253204,0.020629178199063326
cg11267829,0.01290992633394068
cg06774618,0.017928272694594127
cg15524063,0.031373993839635655
cg01808433,0.03328268339286561
cg04059965,0.026713932814037743
cg10564360,0.02350435717270737
cg12522610,0.02722544436689609
cg11567854,0.02614657380558124
cg07544244,0.018159816335812592
cg03643414,0.026570539554536775
cg08833670,0.023188520330905432
cg21510910,0.021400901165794503
cg20062401,0.022754273607491427
cg00017441,0.014297899432547258
cg27193377,0.02223966708038124
cg20479311,0.020007371835849847
cg02251172,0.027296171801468667
cg05792285,0.02447477842316528
cg05913229,0.022516415763448063
cg21971035,0.017636338567642816
cg03203785,0.021419821308124178
cg06225154,0.029868192917136615
cg05785686,0.015600783827810636
cg19268357,0.021328381353285908
cg11081723,0.017048538270597574
cg18699112,0.024428374756115194
cg26919818,0.014199819758149232
cg15535093,0.020318976806321307
cg26937613,0.029626093781394712
cg16562099,0.012520522876010609
cg02697500,0.02287028870586739
cg07243161,0.01687879717345271
cg04669815,0.019902165956382376
cg04608317,0.03210924180158056
cg07697850,0.0206312725975065
cg00815440,0.010695243852167009
cg26420739,0.01838569604640618
cg14331002,0.02650835237497534
cg14415034,0.024676406725699034
cg23889117,0.02789289787633011
cg12734920,0.026509861959930384
cg03791005,0.02217434962172399
cg06505000,0.031968024723473244
cg15034464,0.014639571774419437
cg11980004,0.017403426985780755
cg11951604,0.019495455087729242
cg09984518,0.027567302759750868
cg01368133,0.014327797117386262
cg03746133,0.014282896549583682
cg23239935,0.030796629401839148
cg03522447,0.02287492850466487
cg25050353,0.01341928210869209
cg22876561,0.030393333474155283
cg10070969,0.026654289220499543
cg25559103,0.015432842584249984
cg22287067,0.02979474990777329
cg22154024,0.017231086444995117
cg08989932,0.021656914323212484
cg19844325,0.021271716011206216
cg10506212,0.02608235211940683
cg10864145,0.020003152382362274
cg23525241,0.02639321896870814
cg01910617,0.019417370422764434
cg10197862,0.025045569621745766
cg02725413,0.018348933514249224
cg20553107,0.02497751761699243
cg23328922,0.02712329766230422
cg06188019,0.017506858001248068
cg03487115,0.029919282301345385
cg26433722,0.014834594751607179
cg23027521,0.022764151501969247
cg21248164,0.026337055125037794
cg12509524,0.022581346697978517
cg02269388,0.02873884459284964
cg24833425,0.027761225558656188
cg11735605,0.02135589010931546
cg18728839,0.01568599951751854
cg07608088,0.03708084051612131
cg12226430,0.02733717716120772
cg13474520,0.021967221207962424
cg10589249,0.01786072076453503
cg12371169,0.021056589590434636
cg10935720,0.031181686316794736
cg14732136,0.014424974088655337
cg14515250,0.0201563023165176
cg11598148,0.02014111935928658
cg07513231,0.023138194865116982
cg01392184,0.011008363510421481
cg02579136,0.018291951100704223
cg13809815,0.030645375333064547
cg01296364,0.02346490886642444
cg17186373,0.015445670697071605
cg09662896,0.02180093620479576
cg19760225,0.015312485480531
cg12872889,0.026879302292512956
cg12790592,0.02430040933140585
cg08015652,0.03809561900557118
cg26297431,0.024740688817762434
cg13775575,0.01430632182699728
cg17225172,0.03116487950546865
cg04306817,0.021738042921338435
cg14932794,0.028151999486395744
cg02710105,0.03002704098696252
cg25660838,0.026025274049566435
cg04379155,0.019736058182009707
cg12905688,0.021617304837716504
cg24750212,0.03203662934682163
cg22164619,0.023155875584123534
cg03731056,0.021001507899350284
cg16768441,0.020629470188061053
cg14004477,0.013008869394539806
cg09337511,0.018638186021737942
cg21844316,0.023625620423939574
cg00147009,0.03080098043962358
cg12378888,0.019436605019096515
cg01429181,0.024430689310803375
cg08792314,0.027021965513850946
cg25422351,0.018578201415638828
cg13440003,0.024735055695412435
cg03336678,0.02226624584116531
cg06815419,0.026093486615888634
cg03342114,0.029545960253515153
cg03853793,0.025007858521235445
cg17318297,0.019060397000506546
cg14735227,0.01780445064547202
cg24990422,0.01971613000899485
cg26889647,0.015446059428741638
cg01298010,0.030626030388115066
cg06921501,0.01429087324049791
cg07068883,0.025192604736385574
cg14336879,0.020345216308974703
cg17108971,0.03255346337506056
cg09509863,0.03059261397265066
cg00992385,0.013551642381133662
cg06842519,0.025844392340735944
cg16472060,0.027965411884637643
cg13043177,0.018141173916469872
cg12100506,0.01890120830354556
cg23054112,0.021581140647093308
cg06093395,0.015924401806567647
cg03359285,0.02610293722657431
cg12160600,0.011924365574547947
cg11564120,0.016247222078511887
cg06196147,0.027849633092680067
cg27105478,0.016523904441684837
cg06509661,0.024093413756103976
cg08515845,0.01609645149030656
cg26245302,0.028246795039189313
cg18003214,0.023221918581068486
cg15316703,0.01668388282889944
cg11582854,0.020269619976836534
cg25627403,0.02219970270642347
cg13148131,0.028554252741460655
cg21149807,0.025599818359463258
cg14877820,0.017713947873665148
cg11073833,0.028948689160665717
cg07156844,0.015854726372851694
cg24540003,0.02761598602634463
cg11322251,0.014139962765948881
cg26943658,0.018603156503835257
cg02836479,0.01947359231734144
cg26164440,0.027933826902254197
cg13392150,0.018663436089741983
cg22903286,0.016960069515705046
cg18781099,0.026524553521943637
cg23308293,0.018745051788938472
cg20038794,0.031560662044723464
cg15080098,0.021131861451924947
cg26998429,0.02264413176087823
cg19585271,0.02923427345411739
cg04327761,0.02825191446368417
cg00330502,0.017671728613198753
cg26495758,0.025613201913278705
cg08004919,0.035516870138661234
cg03346434,0.033654074105256254
cg25998119,0.021904655437036794
cg18342744,0.021786379469568656
cg09861373,0.02761598976255417
cg21127268,0.022834276581915187
cg24129873,0.028269526197924638
cg14190943,0.033210038743144155
cg24720571,0.02786345853549035
cg19719653,0.02215955763579777
cg10117834,0.028057599045513942
cg02428652,0.018743971743620292
cg26737458,0.015567020176537274
cg04056179,0.02882824740264791
cg15259864,0.02702271927869459
cg24520806,0.019788323573336684
cg08677202,0.020814252831369805
cg25806456,0.022288474507838055
cg20713810,0.026735037903985234
cg22516230,0.022158785523218066
cg27576679,0.029174228489700714
cg08003150,0.0218644703388583
cg23952189,0.02223149335231128
cg08183066,0.012899329322368714
cg22236250,0.030880455238062952
cg06208651,0.032908927037972185
cg16655383,0.016970647809964705
cg08294721,0.02775778663731578
cg09948111,0.026907959368833608
cg09580567,0.0299956641668968
cg16155498,0.02761793256254007
cg10626541,0.01272239904880818
cg05049323,0.025101310733991605
cg16186929,0.02592320801245734
cg18516985,0.01960473734862465
cg18372367,0.029444110518234663
cg17396620,0.023801519037684113
cg05863116,0.015747144036173992
cg04575016,0.02008006316990958
cg13569651,0.030627042132023417
cg24830619,0.019906883267296716
cg23251254,0.020510866032829547
cg12001592,0.02631211494160619
cg21010450,0.015833944558803378
cg23718026,0.02876343086124387
cg26736273,0.024140110054154562
cg04799218,0.013264409167025135
cg11173202,0.02312177974590925
cg02645977,0.030216778933237265
cg25777054,0.018113016252197352
cg25121810,0.020984546013256326
cg06101738,0.017401549816957802
